#0       1             2              3              4              5              6              7
#n   starPmass       starX          starY          starZ          starVx         starVy         starVz
151439  1.0002224e-05 -5.3670801e-01  4.3251688e-01  5.2041297e-02  8.5053776e+00 -3.8873029e+01  6.9382868e+00 
151440  1.0002224e-05  5.4027572e-02 -6.1330816e-01  3.5816160e-01  3.0543781e+01  3.8232838e+01 -1.0214944e+01 
151441  1.0002224e-05  8.4924582e-02 -8.5346364e-01  3.4254096e-01  5.6953373e+00  5.7405656e+01 -5.9783483e+00 
151442  1.0002224e-05  2.9812701e-01  2.0448694e-01  1.6323635e-01  7.8280501e+00  2.0068372e+01  6.0205064e+01 
151443  1.0002224e-05  2.9032812e+00 -4.4307256e-01 -1.0826936e+00 -8.6667935e+00 -3.0129058e+01 -6.2384892e+00 
151444  1.0002224e-05 -5.1754745e-01 -3.4342735e-01  1.4602993e+00 -2.4821434e+01 -1.8286612e+01 -1.2670618e+00 
151445  1.0002224e-05 -4.9061549e-02  1.4738002e-01  4.4242069e-01  1.0861223e+01  1.1842714e+01 -3.0535861e+00 
151446  1.0002224e-05 -3.0652431e-02  6.5999736e-01  1.5119942e-01 -4.7141625e+01 -1.5675722e+01 -3.1849378e+01 
151447  1.0002224e-05  2.3056216e-01 -2.5009838e-01  1.8107552e-01  1.5197910e+01 -2.6065359e+01 -2.8576368e+01 
151448  1.0002224e-05 -5.9691052e+00  2.6076360e+00 -2.8582082e+00 -1.9007020e+01  8.1516369e+01  2.4176527e+01 
151449  1.0002224e-05  9.4305316e-02 -7.1451224e-02 -4.1009193e-01  4.4207464e+01 -6.5607451e+00  2.4613949e+01 
151450  1.0002224e-05  8.7418657e+00  1.1326854e+01  7.2310652e+00 -1.6108375e+01  4.2064330e+01 -5.2591584e+01 
151451  1.0002224e-05 -5.8551978e-01  1.5057032e-01 -2.7389843e-01  2.3758400e+01 -4.0100874e-02  2.6046197e+01 
151452  1.0002224e-05  2.3230620e-02 -8.8479920e-01 -6.4342642e-01  1.0754187e+01  1.6248657e+01 -2.6766278e+01 
151453  1.0002224e-05 -3.7409896e-01  1.8436073e-01 -1.8584977e-01 -2.0566662e+01 -4.8618923e+01  3.0935207e+01 
151454  1.0002224e-05 -1.2060021e+00  2.5356969e-01  2.1114156e-01  5.2166003e+01  2.6143874e+01  1.5041558e+01 
151455  1.0002224e-05 -1.5062843e+00  4.4976450e-02 -1.3578396e-01  2.3738231e+00  3.4261295e+01  2.0620828e+01 
151456  1.0002224e-05  5.9511358e-01 -5.3329515e-01 -6.4827584e-01 -1.5266942e+01 -4.1766783e+01  1.3217299e+01 
151457  1.0002224e-05  2.3433002e-01  3.1730930e-01 -5.1428507e-01 -2.1375105e+01  1.6197736e+01  1.6798361e+01 
151458  1.0002224e-05  4.9872655e-01 -6.8946038e-01 -9.8361055e-01 -7.9559326e+00 -4.2790688e+01  2.4524775e+01 
151459  1.0002224e-05  1.4543624e-01 -2.6425994e-01 -1.1080279e+00 -1.9654029e+01 -1.8321374e+00 -2.3212084e+01 
151460  1.0002224e-05  9.7059288e-01  7.4843524e-01 -4.0731883e+00 -8.3450510e+00 -2.0794881e+01  5.4451198e+01 
151461  1.0002224e-05  3.9582366e-01 -9.8379655e-01  6.4854638e-01  4.7511530e-01 -1.2603139e+01  3.1854517e+01 
151462  1.0002224e-05 -7.7266031e-01 -5.9841314e-01 -6.1160665e-01 -2.9504454e+01 -5.1617313e+00  9.6635639e+00 
151463  1.0002224e-05 -4.6594273e-01  1.2123450e+00 -1.5881814e+00 -3.1673819e+01 -5.6977873e+00  1.0550553e+00 
151464  1.0002224e-05 -2.7339435e-01 -1.6562742e+00  5.1209266e-02  1.5753686e+01 -2.4311118e+01  2.3135214e+01 
151465  1.0002224e-05 -1.3965356e-01  1.1745933e+00  1.0079992e+00 -7.7056779e+00 -3.8589035e+01  2.8834073e+00 
151466  1.0002224e-05  1.2520351e+00  7.2818179e-01 -5.1595547e-01 -1.9541444e+01 -4.0612940e+00  3.0200443e+01 
151467  1.0002224e-05  2.1088895e-01 -2.5862428e-02 -3.2180781e-01 -1.5239982e+01  3.4080598e+01 -3.1397589e+01 
151468  1.0002224e-05  1.0439658e+00 -1.2828925e+00 -1.1695919e-01  3.3507889e+01 -1.2319395e+01 -2.7970500e+00 
151469  1.0002224e-05  1.1730922e-01 -1.8191154e-01  3.1544729e-01  3.3025691e+00 -5.2548629e+01  2.7936399e+00 
151470  1.0002224e-05  1.4269169e-01 -3.0347653e-01  8.2266382e-01 -3.2216832e+01 -1.7519960e-01 -2.4730905e+01 
151471  1.0002224e-05  1.8267904e-01  7.1108784e-02 -5.3499999e-02 -8.3663045e+00 -3.9052086e+01 -6.7615189e+00 
151472  1.0002224e-05  2.6592369e-01 -5.2739601e-01  4.7604546e-01  3.7506612e+01  1.6625148e+01 -5.4377408e-01 
151473  1.0002224e-05 -3.1217189e-02 -1.2611598e-01 -9.1238914e-01  5.4090206e+00 -1.2819484e+01  7.6907326e+00 
151474  1.0002224e-05  1.8648073e-01  5.2979780e-01 -2.9242703e-01 -2.6101116e+01  8.8407878e+01 -3.0092236e+00 
151475  1.0002224e-05 -6.7082230e-01  6.9806819e-01  1.2928853e-01 -2.1952020e+00  8.0885789e+00 -2.2233284e+00 
151476  1.0002224e-05  4.0865156e-01  1.0387885e-01  4.5846451e-01  3.5289828e+01 -3.5273058e+01 -2.6196846e+01 
151477  1.0002224e-05  1.6571513e+00 -4.6031943e-01  1.2002870e+00  4.1357052e+00  1.3169256e+01  2.3345944e+01 
151478  1.0002224e-05 -3.2727693e-01  1.6163323e-02 -6.3607454e-01  4.9769581e+01  1.5852988e+01  3.2614957e+01 
151479  1.0002224e-05 -3.8202609e-01 -2.0962330e-01  1.3318148e+00  2.7266995e+01  2.1225929e+01  3.8252803e+01 
151480  1.0002224e-05 -1.1522981e+01 -1.0401232e+01  2.0299708e+00 -1.7840943e+01  5.2370636e+00 -2.7186925e+01 
151481  1.0002224e-05  6.9456211e-03  7.4063078e-01  7.4307814e-02 -3.0992954e+01 -4.0740708e+00  4.4674794e+01 
151482  1.0002224e-05 -2.0065969e+00  8.7217146e-01 -1.4475748e+00 -2.6374639e+01  3.2868006e+01  1.4065477e+01 
151483  1.0002224e-05 -4.2171219e-01  1.9925168e-01  3.3805136e-01  3.3672199e+01  1.6539048e+01  2.9666176e+00 
151484  1.0002224e-05  4.7059440e-01  7.4830726e-01  9.6654490e-02 -1.4205274e+01 -4.1295796e+01 -2.7525517e+01 
151485  1.0002224e-05 -2.0610139e-01 -1.3906381e-01 -3.5278318e-01  1.6289234e+01 -1.6233259e+01 -4.5107869e+01 
151486  1.0002224e-05 -6.8369659e-01 -4.5863560e+00  4.7949314e+00 -1.3313433e+01  1.3059133e+01 -5.1068838e+01 
151487  1.0002224e-05  4.1057459e-01 -1.6166476e-01 -9.8488959e-01 -2.3981977e+01 -1.5524859e+01 -4.7379429e+00 
151488  1.0002224e-05  4.0170696e+00 -3.5511105e+00  3.0529241e+00 -1.1884981e+00  3.3167156e+01 -1.1261046e+00 
151489  1.0002224e-05  2.6147911e+00 -1.6691710e+00 -4.3665290e+00  3.3215456e+01  7.1857099e+01 -1.6578039e+00 
151490  1.0002224e-05 -1.0270566e-01  1.5165324e-01 -2.5078513e-01 -1.2379039e+01 -1.5137774e+01  5.7396244e+01 
151491  1.0002224e-05  1.2056568e-01 -4.1664627e-01  2.9332994e-01  2.6240273e+01 -4.2781200e+00 -4.1372724e+00 
151492  1.0002224e-05 -1.6911888e+00 -8.0517690e-01  2.5853072e+00 -3.0478536e+01 -8.1761520e-01 -8.1608773e+00 
151493  1.0002224e-05  3.6439830e-01 -2.1040999e+00  9.6199686e-01 -6.2606332e+00  2.5647817e+01  2.0562742e+01 
151494  1.0002224e-05  2.8840383e-01  1.6802937e+00 -7.6879996e-01  5.4215232e+01 -1.8840966e+01 -1.1198699e+01 
151495  1.0002224e-05  4.9331628e-01  5.3633332e-01 -5.8369696e-01 -2.6803173e+01 -1.1436808e+01  5.1803044e+01 
151496  1.0002224e-05 -1.2516811e-01  8.9055800e-01 -6.4519388e-01 -8.7539460e+00 -3.2963203e+01  8.1301374e+00 
151497  1.0002224e-05  2.2148801e-01  1.6311963e+00  6.7643437e-01  1.6459745e+01  1.0865407e+01  2.1101388e+01 
151498  1.0002224e-05 -5.1606499e-01  6.1521114e-02  2.4705942e-01 -1.0146193e+01  2.2399226e+01 -3.1852510e+01 
151499  1.0002224e-05 -8.1030397e-01  6.8136134e-01  6.0198652e-01 -1.1010741e+01  3.9866622e+01 -9.1290640e-01 
151500  1.0002224e-05 -2.9132364e+00  1.0648642e+01  4.8111264e+00  1.3492045e+01  1.3281907e+01  3.5325183e+01 
151501  1.0002224e-05 -2.2511634e+00 -1.7575535e-01  1.6070378e-01 -3.6905627e+01 -3.2250213e+01  1.0065576e+00 
151502  1.0002224e-05 -3.5934109e-01 -2.8789032e-01  1.1658800e-01 -3.6969488e+01  4.0546983e+00 -1.9996782e+01 
151503  1.0002224e-05  3.9705488e-01 -2.8043246e-01  3.2049627e-01  1.9438035e+01 -2.7792363e+01  2.6939565e+01 
151504  1.0002224e-05 -7.0901777e-02 -5.6928503e-02  1.0047275e+00 -5.9770820e+00  1.4876624e+00  3.0835879e+01 
151505  1.0002224e-05 -5.0728760e-01  2.7781550e-01  6.9974104e-02  3.4862040e+00  2.6385790e+01  2.8668936e+01 
151506  1.0002224e-05  1.7528853e-01  7.1472388e-01 -2.1189877e+00  7.9899880e+00 -9.0632464e+00  2.2855542e+01 
151507  1.0002224e-05 -1.1202365e+00 -1.5357202e-01 -5.8952300e-01 -1.7098318e+00 -1.5036586e+01  3.5000841e-01 
151508  1.0002224e-05  1.3828769e-01 -3.6934607e-01 -6.6634428e-01 -2.0777389e+01 -1.8651724e+01 -2.5894532e+01 
151509  1.0002224e-05  6.9396724e-01  2.7412071e-01 -2.1195386e-02 -2.0504764e+01  3.2081539e+01 -1.0198650e+01 
151510  1.0002224e-05 -3.7372700e-01  4.5106103e-01 -9.0085663e-03 -8.1554098e-01 -1.4448546e+01  7.6219987e+01 
151511  1.0002224e-05  1.1584287e+01 -2.2868368e+01  8.3036697e+00  1.5820782e+01 -1.1727413e+01 -3.4764995e+01 
151512  1.0002224e-05  5.4539474e-02  1.7491167e-01  7.7067581e-03 -3.7996267e+01 -3.3695881e+01 -4.3839556e+01 
151513  1.0002224e-05 -3.7631140e-01  1.8678956e-01 -1.6498968e-01  1.8463459e+00  2.3618696e+01 -4.2744978e+01 
151514  1.0002224e-05 -7.2308978e-01  3.4746782e-01  7.2858169e-01  1.0155606e+01 -1.2861464e+01  2.5978982e+01 
151515  1.0002224e-05  8.6867737e-01 -9.4088557e-01  3.5087401e-01 -2.3981081e+01 -3.1234832e+00  1.6736005e+01 
151516  1.0002224e-05  4.9684400e-01 -7.7235516e-01  6.7619692e-01 -3.9928087e+01  1.2947320e+00  1.6783825e+01 
151517  1.0002224e-05 -4.6692703e-01 -2.2741683e-01 -4.1349971e-01 -1.3516401e+01  4.5149780e+01 -4.4658328e+00 
151518  1.0002224e-05 -4.9334263e-01 -7.4943351e-03  4.8951912e-01  1.8931790e+01  5.5970641e+00 -2.3362531e+01 
151519  1.0002224e-05  1.2203945e+00  1.2786853e-01  8.5181301e-02  2.2572261e+01 -2.2395134e+00 -3.5138138e+01 
151520  1.0002224e-05 -4.6433862e-01 -7.1462830e-02 -1.7169425e-01 -3.7171361e+00  1.6483043e+01 -2.3758322e+01 
151521  1.0002224e-05  1.1021466e-01 -1.1703299e-01 -5.8268500e-02  5.3364033e+01 -4.7566001e+01  1.6254852e+01 
151522  1.0002224e-05 -4.1903385e-01  5.8278912e-01 -2.7969749e-01  6.9243446e+01  1.8622311e+01 -9.7438852e+00 
151523  1.0002224e-05  2.1849551e-01  4.4510175e-02 -1.6740390e-01  2.2734358e+01  1.2854505e+01 -1.8029676e+01 
151524  1.0002224e-05  1.5468565e+00  4.3680777e+00  1.7769388e+00  2.0088129e+01  1.4840509e+01 -2.7793713e+01 
151525  1.0002224e-05 -1.1414332e+00 -4.8293881e-01 -2.5422772e+00  3.4516603e+00  1.0932681e-02 -6.3983883e+00 
151526  1.0002224e-05  7.1665352e-02 -6.5889245e-01  2.4504809e-03  2.4731187e+01  9.9253253e+00 -1.2405292e+01 
151527  1.0002224e-05 -9.4739592e-01 -5.1061010e-01 -6.5033293e-01  1.2448613e+01 -3.4494444e+01 -3.4194825e+01 
151528  1.0002224e-05 -8.4511088e-02 -5.6868223e-01  1.3362058e+00  1.4294136e+01  7.6600911e+00  1.4559843e+01 
151529  1.0002224e-05  5.0413175e-01  1.3189432e+00 -3.7972438e-01 -2.7461605e+01  2.7247683e+01 -2.1702466e+01 
151530  1.0002224e-05  3.0671562e-01 -3.5448664e-01 -3.1497493e-01  1.8677878e+01  1.6735161e+01  1.9298841e+00 
151531  1.0002224e-05 -4.7952542e-01 -1.0371890e-01 -3.4569151e-01 -2.2653578e+01  2.4889814e+00 -5.1765284e+01 
151532  1.0002224e-05  1.7240950e-01  7.8140390e-01  9.2560577e-01  5.4800072e+00 -4.1224969e+01  7.3811669e+00 
151533  1.0002224e-05  6.7392392e-01  6.6392293e-02  6.3704558e-01  1.5780407e+01 -6.9936865e+00  1.1471969e+00 
151534  1.0002224e-05 -1.8014619e+00  2.9770997e+00  4.0759579e+00  1.8674706e+01  6.4843257e+01  3.4524476e+01 
151535  1.0002224e-05 -6.6060034e-02  2.8670170e-01  1.3952885e+00  4.0541354e+01  2.2508061e+01 -6.9285735e+01 
151536  1.0002224e-05  3.1137898e-01 -1.4269433e+00  7.5480906e-01  4.4562932e+00  2.2324105e+01 -1.4517410e-01 
151537  1.0002224e-05 -8.3352313e+00 -2.2961990e+00 -9.5749671e+00  4.5519982e+01 -3.8856563e+01  1.8442303e+01 
151538  1.0002224e-05 -3.1731440e-01 -1.8362674e-01 -3.2312158e-02 -2.1189226e+01 -2.8367674e+01  1.0843091e+01 
151539  1.0002224e-05  1.3602113e-01  5.8007937e-01  4.0459208e-01 -8.1132960e+00 -1.8396123e+01  3.0954135e+01 
151540  1.0002224e-05  1.0315917e+01 -5.0572024e-01  1.8695749e+00  4.8230676e+01 -5.2451116e+01 -3.7596197e+01 
151541  1.0002224e-05  1.4630639e-01 -7.6180766e-01 -2.0384012e-01  3.8463129e+00  3.5269673e+01 -2.3041136e+01 
151542  1.0002224e-05  5.7128423e-01 -4.0445739e-01  4.8956426e-01 -1.9300903e+01 -2.5405050e+01  1.2051015e+01 
151543  1.0002224e-05  3.7938302e-01  1.4843498e-01 -1.2718144e-01  6.0820411e+00  1.7094418e+01  2.9217096e+01 
151544  1.0002224e-05  5.4713875e-01  1.1455759e+00 -3.0433042e-01  7.4978693e+00 -2.3579790e+00  1.7401909e+01 
151545  1.0002224e-05  3.1990461e-01  8.0565907e-01  4.2486925e-01 -3.7369200e+00 -2.3787288e+01  7.0297325e+01 
151546  1.0002224e-05 -1.0338432e-01  2.6348600e-02  6.2924071e-01 -7.1601374e+00 -2.8063610e+01  5.6501902e+00 
151547  1.0002224e-05 -3.9649923e-02  7.0659185e-02  1.0925301e+00  4.5490643e+01 -1.8419036e+01 -3.3089812e+01 
151548  1.0002224e-05  4.4063935e-01 -4.3907426e-01  1.0090489e+00  2.4152945e+00 -3.1627341e+01  2.6274783e+01 
151549  1.0002224e-05  1.1198194e+00  7.5481758e-01  3.5194386e-01 -2.7067673e+00  3.3277623e+00 -5.0648841e+01 
151550  1.0002224e-05 -7.8870023e-01 -2.6445712e-02  2.2070486e-01  4.7292412e+01  3.4783457e+00 -1.3927747e+01 
151551  1.0002224e-05  1.4782265e+00  1.6226389e+00 -1.0771729e+00  3.8430832e+00 -2.7734753e+01 -2.2000722e+01 
151552  1.0002224e-05 -1.7099162e-01  2.4878123e-01  3.7845403e-01  2.2784017e+01  6.2704747e+00 -2.7180241e+01 
151553  1.0002224e-05  9.2040989e-01 -2.9856574e-02  6.4417348e-01  2.2437296e+01  5.6673194e+01 -3.9629528e+01 
151554  1.0002224e-05 -2.3909231e-01 -2.0135374e-01 -2.7955820e-01 -3.4541940e+01  5.4184064e+00 -2.3833316e+01 
151555  1.0002224e-05  1.3236231e+00 -1.0763367e+00  7.9028605e-01  4.2927299e+01 -9.7130473e+00 -9.5581790e+00 
151556  1.0002224e-05  7.9106398e-01 -5.8715976e-01 -6.3969344e-02 -2.9579597e+01 -1.2946829e+01  1.2012917e+01 
151557  1.0002224e-05  3.5049863e-01 -2.5550687e-01  8.1052766e-01  1.1790587e+01 -2.2404492e+01  2.7721008e+00 
151558  1.0002224e-05  6.3337195e-01 -1.0389214e-01 -1.7095927e-01  2.0192879e+01 -1.4183278e+01 -4.7241527e+01 
151559  1.0002224e-05 -7.0058223e-01  9.8979440e-01  5.8841011e-01  6.0299809e+01 -6.3068715e+00 -4.5547219e+01 
151560  1.0002224e-05 -1.3527621e-01 -5.7719272e-01 -1.8384617e-01 -8.7845948e+00 -1.6598280e+01 -1.5062925e+00 
151561  1.0002224e-05 -5.7446230e-01  2.5446815e-01 -8.3919626e-03  2.7557097e+01 -7.2473688e+01 -2.3980861e+00 
151562  1.0002224e-05 -2.3460370e+00 -6.4582669e-01 -7.3986908e-01 -1.1060393e+01 -3.5602705e+00 -2.0017124e+01 
151563  1.0002224e-05  4.7995481e-02 -1.2398859e+00  1.0003510e+00  2.3093704e+01  1.0965181e+01  3.7601726e+00 
151564  1.0002224e-05 -4.5090740e-01 -2.8407054e-01  2.5199499e-01  1.6914152e+01 -7.6578484e+00  2.3763180e+01 
151565  1.0002224e-05  2.6941107e-01 -2.5519823e-01  6.5212882e-01  3.0313135e+01 -2.4303593e+01  2.9172403e+01 
151566  1.0002224e-05 -1.3440484e+00  8.3284953e-01 -1.0918131e-01  1.4191151e+01  2.3026560e+01  1.4675122e+01 
151567  1.0002224e-05 -1.6047560e-01  2.9711304e-02 -4.0484477e-01  1.6843651e+00  1.6385506e+01  9.1261866e+00 
151568  1.0002224e-05  7.1837266e-01  5.1887249e-01  5.8536616e-01 -4.5957513e+00 -3.1791431e+01 -1.4240338e+01 
151569  1.0002224e-05 -3.8788085e+00  3.5841411e+00 -5.4912317e+00 -3.8329633e+01 -5.0488979e+01  5.8589537e+01 
151570  1.0002224e-05  1.2496269e+00  2.3333856e-01  1.8113275e+00  1.7202158e+01 -5.2272628e+01 -2.8755255e+01 
151571  1.0002224e-05 -2.7857781e-01 -6.4216522e-02  1.0582554e-01  2.4144738e+01  2.0900272e+01  2.6255605e+01 
151572  1.0002224e-05  2.1979579e+00  4.7884742e+00  4.0661147e+00 -6.3819719e+00  2.5595306e+01 -8.4790770e+01 
151573  1.0002224e-05 -9.0068730e-02  9.8742012e-02 -1.8930205e-01 -1.9477164e+01 -9.1839856e+00 -3.8957594e+01 
151574  1.0002224e-05 -2.5143927e-01 -3.6482764e-01  5.2719470e-01  3.9628846e+01  3.7961266e+01 -1.4805863e+00 
151575  1.0002224e-05 -1.5561527e-01 -7.9917588e-01  1.0273921e-01  2.1645844e+01  1.9788899e+01 -1.6921829e+01 
151576  1.0002224e-05 -2.9585253e-02  1.2273052e+00  1.2106961e+00  4.1689513e+01 -1.5549016e+01 -2.5515412e+01 
151577  1.0002224e-05  2.5000785e-01  1.2100308e+00  6.8044350e-01 -5.0553012e+01 -4.5730548e+01 -1.1774407e+01 
151578  1.0002224e-05 -1.0478325e+00  3.9979503e-01 -7.1369416e-01 -1.7691346e+01 -3.7190428e+01 -1.5968131e+00 
151579  1.0002224e-05 -1.7247487e-01  5.0514168e-01 -3.1180432e-01 -2.3719552e+01 -9.2081398e+00  3.6754740e+01 
151580  1.0002224e-05 -3.3683417e-01  2.6777440e-01 -7.3322757e-02  2.0367928e+01  3.3367793e+00  3.2691984e+01 
151581  1.0002224e-05 -2.4946314e-01 -1.2868950e+00 -3.5045424e-01 -3.5658456e+00 -1.6860195e+00 -2.8617460e+00 
151582  1.0002224e-05  1.2248252e+00 -7.3427129e-01 -3.1568264e-01 -1.9015598e+00  1.7424523e+00  7.4758238e+00 
151583  1.0002224e-05  3.4207601e-01 -6.9818045e-01 -2.0841395e-01 -2.8952073e+01 -2.4889126e-02  6.2259616e+00 
151584  1.0002224e-05  3.3022375e-01 -1.3136909e-01 -4.9860663e-01  1.9411479e+01 -1.2260567e+01 -2.4896372e+01 
151585  1.0002224e-05 -5.3587866e-01  5.2163696e-01  3.7825480e-01  2.3825618e+01 -1.5223808e+01 -2.1200408e+00 
151586  1.0002224e-05 -3.5230492e-01 -5.8203591e-02  1.1987169e+00  3.1032490e+01 -4.7230130e+01  4.3545010e+00 
151587  1.0002224e-05  1.6174993e-01 -7.2658195e-01 -2.8539829e-01  1.4613600e+01 -4.8029330e+01  3.8466623e+01 
151588  1.0002224e-05 -3.1428439e-01 -1.0937432e-01  1.3835035e-01 -1.6764433e+01 -1.0621578e+01  9.2147841e+00 
151589  1.0002224e-05 -6.2742963e-02  1.7257373e-01 -1.3500553e-02 -6.7527748e+00  2.7836050e+01  1.8473268e+01 
151590  1.0002224e-05  1.5307352e+00 -1.2746506e+00 -6.1067206e-01  3.3019807e+00  7.2606766e+01 -1.3970966e+01 
151591  1.0002224e-05 -1.4069141e+00 -1.6541560e-01  6.7153803e-01  7.1960896e+00  1.3254847e+00  8.6248560e+00 
151592  1.0002224e-05  9.4540294e-01  9.6399935e-01 -3.2222590e+00  3.2223075e+00  3.3815147e+01  7.1881298e+00 
151593  1.0002224e-05  2.7437765e-02 -7.2609090e-01  2.8398151e-01 -3.4067502e+01 -8.5941662e+00 -1.6193993e+00 
151594  1.0002224e-05 -7.3641615e-01 -1.2131314e+00 -1.2114080e-01  4.7420534e+00 -1.4130997e+01  9.2900994e+00 
151595  1.0002224e-05  2.1118610e-01 -8.7482031e-02 -3.5683198e-01 -1.5296358e+01 -1.1024247e-01 -1.6640319e+01 
151596  1.0002224e-05  6.5716832e+00 -1.7621267e+00 -2.5745505e-01  3.5751155e+00 -2.9116085e+01 -2.4759074e+01 
151597  1.0002224e-05 -6.3689108e-02 -7.4384964e-02 -1.0814325e-01 -1.9326615e+02 -3.0299830e+01  2.3810740e+00 
151598  1.0002224e-05  3.1654072e-01 -1.1316032e-01 -6.2233518e-01  1.9768327e+01 -4.4611120e+01 -3.1865034e+01 
151599  1.0002224e-05 -3.3630117e-01  3.8156894e-02 -7.0886996e-01  1.5043154e+01  7.7798922e+01  3.6112896e+01 
151600  1.0002224e-05  2.9357446e-01  3.0705508e-01 -2.6531197e-01 -1.0903348e+01 -2.6113705e+01 -1.7406682e+01 
151601  1.0002224e-05 -9.6041955e-01  5.7293528e-01  6.3606255e-02  2.2398041e+01  2.7985866e+01  1.2593629e+01 
151602  1.0002224e-05 -8.0516271e-01  7.9966437e-01  2.3674980e-01  3.0561384e+01  3.9617256e+00 -3.8694816e+00 
151603  1.0002224e-05 -1.6900332e-01 -4.5621983e-01 -2.6362807e-01  1.6738085e+01  1.0196183e+00 -1.3440469e+01 
151604  1.0002224e-05  8.0358503e-02  9.1529633e-01  1.8551568e-01 -2.8349554e+01  1.2636959e+01 -4.3161130e+01 
151605  1.0002224e-05  6.9661933e-01  1.0544658e+00 -9.1417716e-03 -1.4758153e+01 -1.0374792e+01 -4.2381467e+01 
151606  1.0002224e-05 -1.3144373e-01 -2.6198487e-01  9.7758102e-03 -2.1876231e+01 -1.5926014e+01 -2.8560517e+01 
151607  1.0002224e-05 -9.9741217e-01 -3.0080054e-01  2.2699335e-02 -1.2760572e+00 -8.3500642e+00  2.3945757e+00 
151608  1.0002224e-05 -1.1141183e+00  9.4440494e-02 -7.5476127e-01 -1.1261479e+01  1.7078658e+01  5.0697225e+01 
151609  1.0002224e-05 -2.3458144e-01  9.6738336e-02  2.9004491e-01 -8.3532308e+00  4.9544410e+01  2.6339838e+01 
151610  1.0002224e-05  9.1153076e-02  2.9699814e-01  1.5819265e-01  4.2771966e+00 -4.0692840e+01  1.5560942e+01 
151611  1.0002224e-05 -5.4359267e-01 -1.0539495e+00 -9.4720647e-01  2.0529615e+01  3.0171427e+01 -1.2889889e+01 
151612  1.0002224e-05  1.1043720e+00  5.3756903e-01  3.3181297e-01  1.4301403e+01 -5.4823520e+00 -3.1502952e+01 
151613  1.0002224e-05  3.7183263e-01 -9.3386121e-01 -1.0858830e-01 -8.7313417e+00  1.0164356e+01 -1.5316532e+01 
151614  1.0002224e-05  5.5193355e-02  2.2279959e-01 -1.4459526e+00  8.5631593e+00 -3.8345025e+01  3.0342094e+01 
151615  1.0002224e-05 -1.9079525e-01 -8.5276033e-01 -1.7299298e-01  3.5503191e+01 -1.3082824e+01 -2.2232807e+01 
151616  1.0002224e-05  1.1034177e-01  3.2765466e-01 -9.9184467e-02 -1.2474233e+01 -4.8797096e+01  4.9436625e+00 
151617  1.0002224e-05 -1.6907433e-01 -4.0752421e-01  4.6588305e-01 -7.2365398e+00  2.5690155e+01  1.3005574e+01 
151618  1.0002224e-05 -5.8079277e-01  1.2159208e-01 -3.8742768e-01  3.9079488e+01  1.1160945e+01 -6.9597462e+00 
151619  1.0002224e-05 -4.0832574e-01 -2.6215707e-01 -4.8950036e-01  3.4916462e+01  2.9969299e+01 -1.9832084e+01 
151620  1.0002224e-05  2.1498989e-01 -2.4709689e-01 -5.0243744e-01 -2.5160000e+01 -3.1373692e+00 -1.4775307e+01 
151621  1.0002224e-05 -1.4471073e+00 -2.8850662e+00 -7.3624187e-01  2.6135422e+01 -3.8598394e+01 -2.6740010e+01 
151622  1.0002224e-05  3.2152436e-01  9.4741377e-02  2.2902242e-01 -3.3809763e+01  1.4810238e+01 -1.0568706e+01 
151623  1.0002224e-05 -1.0635215e+00 -7.6566194e-01 -5.7262024e-01  3.5449750e+01 -2.9446223e+01  2.0968291e+01 
151624  1.0002224e-05 -4.9526199e+00 -3.2812174e+00  1.5206856e+00  6.2062500e+01  3.6823159e+01  1.5596349e+01 
151625  1.0002224e-05  4.4929426e-01  1.1395002e+00 -8.6258729e-01  1.6926808e+01  8.1470739e+01  3.8787438e+01 
151626  1.0002224e-05  9.8619742e-01 -1.8456377e+00 -2.1321312e+00  1.7114183e+01  3.0906947e+01  3.5920327e+01 
151627  1.0002224e-05  7.4082780e-01 -1.6527148e-01  9.9960076e-01  4.5693973e+01 -6.0302633e+00 -3.4948974e+01 
151628  1.0002224e-05 -1.3660595e-01 -1.8736662e+00  4.1012508e-01 -4.3908214e+00 -1.2827480e+01  1.5832219e+01 
151629  1.0002224e-05 -1.3750534e+00 -9.1581836e-01 -6.0312264e-01 -3.7170498e+01 -5.3734931e+01  5.0291967e+01 
151630  1.0002224e-05 -1.4634778e+00 -1.1400260e-01 -1.7980161e+00 -1.4527861e+01  1.9668387e+01 -2.8339343e+01 
151631  1.0002224e-05  3.3299414e-01  3.2705949e-01 -3.6076393e-01 -3.1386138e+00 -1.1004392e+01  3.6136952e+01 
151632  1.0002224e-05 -2.7864105e-01  4.3008264e-01 -6.7598103e-01  2.1107186e+01 -9.1188663e+00  1.7064000e+01 
151633  1.0002224e-05  3.4586068e+00  9.2743733e-01 -4.5639536e-01 -1.3829535e+01  5.2729480e+01 -2.7608934e+00 
151634  1.0002224e-05 -2.2661195e-01  1.2885964e-01 -2.0024631e-02 -1.5788793e+01  3.0836057e+01  7.5830268e+00 
151635  1.0002224e-05  1.0545756e-01  3.6815787e-01  2.5256577e-01  1.4140845e+01  6.4727519e+01  3.2422337e+00 
151636  1.0002224e-05  1.2769446e+00  5.2841767e-01  1.5563547e+00  1.7936461e+01 -1.1134408e+01 -1.9713969e+01 
151637  1.0002224e-05  2.2356978e-01  3.7394081e-01 -2.2054222e-01  2.4399121e+01  2.7624470e+01 -9.4121376e+00 
